RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
8294,"RL32758","1/20/2006","U.S. Military Operations in the Global War on Terrorism: Afghanistan, Africa, the Philippines, and Colombia","https://crsreports.congress.gov/product/pdf/download/RL/RL32758/RL32758.pdf/","5","02/04/2005"
8295,"RL33260","1/19/2006","Papua, Indonesia: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33260/RL33260.pdf/","4","02/03/2006"
8296,"RL32975","1/17/2006","Veterans' Medical Care: FY2006 Appropriations","https://crsreports.congress.gov/product/pdf/download/RL/RL32975/RL32975.pdf/","9","07/01/2005"
8297,"RL33177","1/12/2006","Terrorism Risk Insurance Legislation in 2005: Issue Summary and Side-by-Side","https://crsreports.congress.gov/product/pdf/download/RL/RL33177/RL33177.pdf/","5","12/06/2005"
8298,"RS21444","1/12/2006","The Terrorism Risk Insurance Act of 2002: A Summary of Provisions","https://crsreports.congress.gov/product/pdf/download/RS/RS21444/RS21444.pdf/","5","05/28/2004"
8299,"RL33242","1/11/2006","East Asia Summit (EAS): Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33242/RL33242.pdf/","4","01/20/2006"
8300,"RL32945","1/11/2006","FY2006 Appropriations for the Department of Transportation","https://crsreports.congress.gov/product/pdf/download/RL/RL32945/RL32945.pdf/","8","06/10/2005"
8301,"RL33078","1/6/2006","The Role of HUD Housing Programs in Response to Past Disasters","https://crsreports.congress.gov/product/pdf/download/RL/RL33078/RL33078.pdf/","5","09/14/2005"
8302,"RL33083","12/29/2005","Hurricane Katrina: Medicaid Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL33083/RL33083.pdf/","13","09/15/2005"
8303,"RL32885","12/23/2005","Science, State, Justice, Commerce and Related Agencies (House)/Commerce, Justice, Science and Related Agencies (Senate): FY2006 Appropriations","https://crsreports.congress.gov/product/pdf/download/RA/RL32885/RL32885.pdf/","11","04/28/2005"
8304,"RL31956","12/21/2005","European Views and Policies Toward the Middle East","https://crsreports.congress.gov/product/pdf/download/RL/RL31956/RL31956.pdf/","4","12/21/2004"
8305,"RL31111","12/21/2005","Missile Defense: The Current Debate","https://crsreports.congress.gov/product/pdf/download/RL/RL31111/RL31111.pdf/","7","12/07/2004"
8306,"RL32852","12/16/2005","Energy and Water Development: FY2006 Appropriations","https://crsreports.congress.gov/product/pdf/download/RA/RL32852/RL32852.pdf/","15","04/07/2005"
8307,"RL33157","12/5/2005","Welfare Reauthorization: A Side-By-Side Comparison of Current Law and Pending Welfare Reauthorization Proposals","https://crsreports.congress.gov/product/pdf/download/RL/RL33157/RL33157.pdf/","6","11/22/2005"
8308,"RL32252","11/18/2005","AIDS Orphans and Vulnerable Children (OVC): Problems, Responses, and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32252/RL32252.pdf/","4","02/11/2005"
8309,"RL33156","11/17/2005","Haiti: International Assistance Strategy for the Interim Government and Congressional Concerns","https://crsreports.congress.gov/product/pdf/download/RL/RL33156/RL33156.pdf/","3","11/18/2005"
8310,"RL33161","11/17/2005","The Joint Tactical Radio System (JTRS) and the Army's Future Combat System (FCS): Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33161/RL33161.pdf/","4","11/22/2005"
8311,"RL33151","11/16/2005","Committee Controls of Agency Decisions","https://crsreports.congress.gov/product/pdf/download/RL/RL33151/RL33151.pdf/","3","11/16/2005"
8312,"98-635","11/15/2005","Assignments to Senate Subcommittees","https://crsreports.congress.gov/product/pdf/download/RS/98-635/98-635.pdf/","4","02/11/2003"
8313,"RL32726","11/10/2005","Proposals for a Commission on the Accountability and Review of Federal Agencies (CARFA): Analysis and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32726/RL32726.pdf/","5","01/10/2005"
8314,"RL33141","11/4/2005","Hurricane Katrina: Social-Demographic Characteristics of Impacted Areas","https://crsreports.congress.gov/product/pdf/download/RL/RL33141/RL33141.pdf/","3","11/09/2005"
8315,"RL33062","10/31/2005","Public Diplomacy: A Review of Past Recommendations","https://crsreports.congress.gov/product/pdf/download/RL/RL33062/RL33062.pdf/","3","09/02/2005"
8316,"RL33050","10/21/2005","Risk-Based Funding in Homeland Security Grant Legislation: Issues for the 109th Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33050/RL33050.pdf/","6","08/29/2005"
8317,"RL32504","10/19/2005","Funding Plant and Animal Health Emergencies: Transfers from the Commodity Credit Corporation","https://crsreports.congress.gov/product/pdf/download/RL/RL32504/RL32504.pdf/","3","07/30/2004"
8318,"RL33091","10/18/2005","Hurricane Katrina-Related Immigration Issues and Legislation","https://crsreports.congress.gov/product/pdf/download/RL/RL33091/RL33091.pdf/","5","09/19/2005"
8319,"RL32606","10/11/2005","Sudan: Economic Sanctions","https://crsreports.congress.gov/product/pdf/download/RL/RL32606/RL32606.pdf/","5","09/23/2004"
8320,"RL32834","9/26/2005","TANF Reauthorization: Side-by-Side Comparison of Current Law, S. 667, and H.R. 240 (TANF Provisions)","https://crsreports.congress.gov/product/pdf/download/RL/RL32834/RL32834.pdf/","8","03/29/2005"
8321,"RL32821","9/23/2005","The Chief Justice of the United States: Responsibilities of the Office and Process for Appointment","https://crsreports.congress.gov/product/pdf/download/RL/RL32821/RL32821.pdf/","9","03/18/2005"
8322,"RL32615","9/19/2005","Pakistan's Domestic Political Developments","https://crsreports.congress.gov/product/pdf/download/RL/RL32615/RL32615.pdf/","5","02/14/2005"
8323,"RL33000","9/15/2005","Foreign Relations Authorization, FY2006 and FY2007: An Overview","https://crsreports.congress.gov/product/pdf/download/RL/RL33000/RL33000.pdf/","4","07/21/2005"
8324,"RS22216","9/15/2005","USA PATRIOT Act Reauthorization in Brief","https://crsreports.congress.gov/product/pdf/download/RS/RS22216/RS22216.pdf/","3","08/10/2005"
8325,"RL33027","9/15/2005","USA PATRIOT Act: Background and Comparison of House-and Senate-Approved Reauthorization and Related Legislative Action","https://crsreports.congress.gov/product/pdf/download/RL/RL33027/RL33027.pdf/","4","08/10/2005"
8326,"RL32259","8/31/2005","Terrorism in South Asia","https://crsreports.congress.gov/product/pdf/download/RL/RL32259/RL32259.pdf/","3","12/13/2004"
8327,"RL32819","8/30/2005","Legislative Branch: FY2006 Appropriations","https://crsreports.congress.gov/product/pdf/download/RA/RL32819/RL32819.pdf/","12","03/17/2005"
8328,"RL30850","8/22/2005","Minority Rights and Senate Procedures","https://crsreports.congress.gov/product/pdf/download/RL/RL30850/RL30850.pdf/","4","06/01/2005"
8329,"RS22196","8/11/2005","USA PATRIOT Act Reauthorization Proposals and Related Matters in Brief","https://crsreports.congress.gov/product/pdf/download/RS/RS22196/RS22196.pdf/","6","07/15/2005"
8330,"RS21252","7/28/2005","Cruise Missile Proliferation","https://crsreports.congress.gov/product/pdf/download/RS/RS21252/RS21252.pdf/","3","03/24/2004"
8331,"RL30427","7/26/2005","Missile Survey: Ballistic and Cruise Missiles of Selected Foreign Countries","https://crsreports.congress.gov/product/pdf/download/RL/RL30427/RL30427.pdf/","3","03/05/2004"
8332,"RS22207","7/25/2005","Congressional Review of EPA's Mercury Rule","https://crsreports.congress.gov/product/pdf/download/RS/RS22207/RS22207.pdf/","3","07/25/2005"
8333,"RS22151","7/25/2005","Long-Range Fifty Caliber Rifles: Should They Be More Strictly Regulated?","https://crsreports.congress.gov/product/pdf/download/RS/RS22151/RS22151.pdf/","5","05/23/2005"
8334,"RL33006","7/25/2005","Omnibus Energy Legislation, 109th Congress: Side-by-Side Assessment of House and Senate Versions of H.R. 6","https://crsreports.congress.gov/product/pdf/download/RL/RL33006/RL33006.pdf/","3","07/26/2005"
8335,"RS22202","7/20/2005","Liberia's Post-War Transition: Key Issues","https://crsreports.congress.gov/product/pdf/download/RS/RS22202/RS22202.pdf/","4","07/21/2005"
8336,"RL31505","7/18/2005","Recycling Computers and Electronic Equipment: Legislative and Regulatory Approaches for 'E-Waste'","https://crsreports.congress.gov/product/pdf/download/RL/RL31505/RL31505.pdf/","5","11/05/2003"
8337,"RL32990","7/13/2005","Child Labor in West African Cocoa Production: Issues and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/RL/RL32990/RL32990.pdf/","3","07/14/2005"
8338,"RL32612","6/30/2005","The Electoral College: Reform Proposals in the 108th Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32612/RL32612.pdf/","3","12/10/2004"
8339,"RL31761","6/29/2005","Presidential Succession: An Overview with Analysis of Legislation Proposed in the 108th Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL31761/RL31761.pdf/","3","09/27/2004"
8340,"RL32938","6/23/2005","What Do Local Election Officials Think about Election Reform?: Results of a Survey","https://crsreports.congress.gov/product/pdf/download/RL/RL32938/RL32938.pdf/","4","06/07/2005"
8341,"RL32636","6/17/2005","U.S. Assistance to Vietnam","https://crsreports.congress.gov/product/pdf/download/RL/RL32636/RL32636.pdf/","4","02/11/2005"
8342,"97-905","6/16/2005","Agriculture: A Glossary of Terms, Programs, and Laws, 2005 Edition","https://crsreports.congress.gov/product/pdf/download/RL/97-905/97-905.pdf/","6","03/01/2004"
8343,"RS20998","6/14/2005","Marijuana for Medical Purposes: A Glimpse of the Supreme Court's Decision in United States V. Oakland Cannabis Buyers' Cooperative and Related Legal Issues","https://crsreports.congress.gov/product/pdf/download/RS/RS20998/RS20998.pdf/","3","03/05/2004"
8344,"RL31100","6/14/2005","Marijuana for Medical Purposes: The Supreme Court's Decision in United States v. Oakland Cannabis Buyers' Cooperative and Related Legal Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL31100/RL31100.pdf/","3","03/05/2004"
8345,"RS22165","6/13/2005","An Abridged View of the Gang Deterrence and Community Protection Act (H.R. 1279)","https://crsreports.congress.gov/product/pdf/download/RS/RS22165/RS22165.pdf/","2","06/13/2005"
8346,"RL32946","6/9/2005","Gang Deterrence: A Legal Analysis of H.R. 1279 With References to S. 155","https://crsreports.congress.gov/product/pdf/download/RL/RL32946/RL32946.pdf/","3","06/13/2005"
8347,"RS21871","6/6/2005","The Trade-Through Rule","https://crsreports.congress.gov/product/pdf/download/RS/RS21871/RS21871.pdf/","3","01/26/2005"
8348,"RS22069","5/27/2005","State Unemployment Taxes and SUTA Dumping","https://crsreports.congress.gov/product/pdf/download/RS/RS22069/RS22069.pdf/","4","02/28/2005"
8349,"RS21012","5/27/2005","Terrorism: Some Legal Restrictions on Military Assistance to Domestic Authorities","https://crsreports.congress.gov/product/pdf/download/RS/RS21012/RS21012.pdf/","5","02/06/2004"
8350,"RL32094","5/26/2005","Consular Identification Cards: Domestic and Foreign Policy Implications, the Mexican Case, and Related Legislation","https://crsreports.congress.gov/product/pdf/download/RL/RL32094/RL32094.pdf/","4","03/04/2005"
8351,"RS21874","5/20/2005","Indonesian Elections","https://crsreports.congress.gov/product/pdf/download/RS/RS21874/RS21874.pdf/","3","06/29/2004"
8352,"RL32916","5/12/2005","Agriculture in the WTO: Policy Commitments Made Under the Agreement on Agriculture","https://crsreports.congress.gov/product/pdf/download/RL/RL32916/RL32916.pdf/","2","05/12/2005"
8353,"RL32907","5/9/2005","Security and Freedom Ensured Act (SAFE Act)(H.R. 1526) and Security and Freedom Enhancement Act (SAFE Act)(S. 737): Section By Section Analysis","https://crsreports.congress.gov/product/pdf/download/RL/RL32907/RL32907.pdf/","3","05/09/2005"
8354,"RS22140","5/9/2005","The SAFE Acts of 2005: H.R. 1526 and S. 737 - A Sketch","https://crsreports.congress.gov/product/pdf/download/RS/RS22140/RS22140.pdf/","3","05/09/2005"
8355,"RL32897","4/29/2005","Post-9/11 National Threat Notification Efforts: Issues, Actions, and Options for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32897/RL32897.pdf/","4","05/02/2005"
8356,"RS22123","4/25/2005","House Select Committee on Intelligence: Leadership and Assignment Limitations","https://crsreports.congress.gov/product/pdf/download/RS/RS22123/RS22123.pdf/","3","04/25/2005"
8357,"RL32874","4/20/2005","Standing Order and Rulemaking Statute: Possible Alternatives to the 'Nuclear Option'?","https://crsreports.congress.gov/product/pdf/download/RL/RL32874/RL32874.pdf/","4","04/20/2005"
8358,"RL32858","4/13/2005","Health Information Technology: Promoting Electronic Connectivity in Healthcare","https://crsreports.congress.gov/product/pdf/download/RL/RL32858/RL32858.pdf/","3","04/13/2005"
8359,"RL32859","4/13/2005","The 'Superwaiver' Proposal and Service Integration: A History of Federal Initiatives","https://crsreports.congress.gov/product/pdf/download/RL/RL32859/RL32859.pdf/","2","08/10/2005"
8360,"RL32849","4/6/2005","Child Welfare Financing: An Issue Overview","https://crsreports.congress.gov/product/pdf/download/RL/RL32849/RL32849.pdf/","3","04/06/2005"
8361,"RS22105","4/5/2005","Sentencing Under the Federal Sentencing Guidelines","https://crsreports.congress.gov/product/pdf/download/RS/RS22105/RS22105.pdf/","2","04/05/2005"
8362,"RS22104","4/5/2005","Sentencing Under the Federal Sentencing Guidelines: An Abridged Controlled Substance Example","https://crsreports.congress.gov/product/pdf/download/RS/RS22104/RS22104.pdf/","3","04/05/2005"
8363,"RL32846","4/4/2005","How the Federal Sentencing Guidelines Work: Two Examples","https://crsreports.congress.gov/product/pdf/download/RL/RL32846/RL32846.pdf/","2","04/05/2005"
8364,"RL32836","3/29/2005","Child Welfare: An Analysis of Title IV-E Foster Care Eligibility Reviews","https://crsreports.congress.gov/product/pdf/download/RL/RL32836/RL32836.pdf/","4","04/12/2005"
8365,"RL31983","3/24/2005","Health Care Quality: Improving Patient Safety by Promoting Medical Errors Reporting","https://crsreports.congress.gov/product/pdf/download/RL/RL31983/RL31983.pdf/","4","02/04/2005"
8366,"RL32551","3/23/2005","9/11 Commission Recommendations: The Senate Confirmation Process for Presidential Nominees","https://crsreports.congress.gov/product/pdf/download/RL/RL32551/RL32551.pdf/","4","11/22/2004"
8367,"97-357","3/21/2005","House Rules Affecting Committees","https://crsreports.congress.gov/product/pdf/download/RL/97-357/97-357.pdf/","5","02/28/2003"
8368,"RS21932","3/21/2005","United States Sentencing Guidelines After Blakely: Booker and Fanfan - A Sketch","https://crsreports.congress.gov/product/pdf/download/RS/RS21932/RS21932.pdf/","4","01/25/2005"
8369,"RL32573","3/21/2005","United States Sentencing Guidelines and the Supreme Court: Booker, Fanfan, Blakely, Apprendi, and Mistretta","https://crsreports.congress.gov/product/pdf/download/RL/RL32573/RL32573.pdf/","3","10/01/2004"
8370,"RL32164","3/16/2005","Performance Management and Budgeting in the Federal Government: Brief History and Recent Developments","https://crsreports.congress.gov/product/pdf/download/RL/RL32164/RL32164.pdf/","4","12/06/2004"
8371,"RL31917","3/15/2005","The PROTECT (Amber Alert) Act and the Sentencing Guidelines","https://crsreports.congress.gov/product/pdf/download/RL/RL31917/RL31917.pdf/","4","05/13/2003"
8372,"RL32306","3/9/2005","Appropriations for FY2005: Interior and Related Agencies","https://crsreports.congress.gov/product/pdf/download/RA/RL32306/RL32306.pdf/","5","02/18/2005"
8373,"RS21427","2/23/2005","Financial Privacy Laws Affecting Sharing of Customer Information Among Affiliated Institutions","https://crsreports.congress.gov/product/pdf/download/RS/RS21427/RS21427.pdf/","2","02/23/2005"
